Date,Open,High,Low,Close,Volume
2021-06-21,162.22,163.41,160.8,161.73,89579
2021-06-22,161.75,162.57,160.77,159.72,265840
2021-06-23,162.43,163.38,161.45,162.21,995462
2021-06-24,165.08,165.68,163.49,164.65,137161
2021-06-25,164.05,166.04,162.7,164.73,123813
2021-06-26,164.83,165.88,164.19,164.45,445944
2021-06-27,165.75,166.86,164.58,165.79,625597
2021-06-28,166.59,167.6,165.88,165.31,520652
2021-06-29,167.03,168.46,165.3,166.6,936879
2021-06-30,167.88,168.91,166.07,168.62,958821
2021-07-01,168.88,169.51,168.07,169.27,977937
2021-07-02,166.93,168.17,166.14,167.61,857295
2021-07-03,167.39,169.29,166.08,168.2,981874
2021-07-04,168.88,169.98,167.86,168.78,947766
2021-07-05,168.53,169.73,167.6,168.33,423409
2021-07-06,168.83,169.75,167.0,169.84,153646
2021-07-07,167.49,169.26,166.56,166.96,608759
2021-07-08,169.13,169.67,167.4,168.84,37812
2021-07-09,169.1,169.72,167.87,170.27,689378
2021-07-10,168.98,170.39,167.07,169.69,502758
2021-07-11,168.08,168.92,166.41,168.64,634317
2021-07-12,167.29,169.29,165.88,168.76,577029
2021-07-13,167.46,168.07,165.69,166.91,277548
2021-07-14,167.63,169.48,166.09,166.0,644195
2021-07-15,168.05,168.72,167.45,166.87,867689
2021-07-16,167.57,169.42,166.22,167.93,931162
2021-07-17,168.06,169.97,166.69,167.94,873842
2021-07-18,168.14,168.74,166.87,167.19,849746
2021-07-19,168.04,169.93,166.22,166.87,990227
2021-07-20,167.36,169.3,166.27,166.79,184857
2021-07-21,166.17,167.06,164.29,165.78,188021
2021-07-22,166.35,167.14,165.25,166.12,540113
2021-07-23,166.46,167.49,165.15,166.59,398959
2021-07-24,166.93,168.72,166.14,167.52,809855
2021-07-25,169.3,170.39,167.96,169.97,46711
2021-07-26,168.72,169.48,168.08,168.38,918381
2021-07-27,169.8,171.3,168.3,169.71,222688
2021-07-28,170.12,170.95,168.46,168.26,131459
2021-07-29,168.84,170.14,168.16,168.38,797898
2021-07-30,169.58,170.21,167.69,169.58,47348
2021-07-31,170.49,171.65,169.59,169.76,18685
2021-08-01,170.43,171.27,169.88,170.65,930196
2021-08-02,169.49,171.04,167.67,168.58,335522
2021-08-03,171.31,173.15,169.51,172.43,279658
2021-08-04,172.81,173.55,171.38,172.28,577591
2021-08-05,172.38,174.25,170.9,172.72,739321
2021-08-06,173.17,174.35,171.94,172.17,356970
2021-08-07,175.42,177.25,173.61,175.63,448599
2021-08-08,175.77,177.74,174.07,174.79,370445
2021-08-09,176.38,176.96,175.7,175.96,644577
2021-08-10,175.31,175.93,174.68,175.51,298990
2021-08-11,176.81,178.44,176.1,176.37,692790
2021-08-12,174.62,175.34,174.1,175.69,967775
2021-08-13,174.84,176.57,174.22,175.74,219351
2021-08-14,177.02,178.78,176.41,177.38,439163
2021-08-15,177.41,178.79,175.98,176.11,698546
2021-08-16,177.44,178.65,176.73,177.78,887883
2021-08-17,175.22,176.02,173.49,175.33,845156
2021-08-18,175.51,176.44,173.82,177.34,858992
2021-08-19,175.63,177.59,173.81,176.07,816531
2021-08-20,174.83,175.41,174.03,176.29,291646
2021-08-21,174.57,175.65,172.6,172.96,43752
2021-08-22,173.94,174.77,172.33,172.66,887420
2021-08-23,174.8,176.08,173.25,173.72,96969
2021-08-24,175.82,176.66,175.32,176.47,996347
2021-08-25,177.21,179.0,176.29,177.4,522751
2021-08-26,176.79,177.52,174.82,178.86,669947
2021-08-27,178.16,178.69,176.23,177.89,863350
2021-08-28,179.87,181.75,178.63,178.55,449343
2021-08-29,178.47,179.97,177.67,177.2,874632
2021-08-30,178.08,179.48,176.28,177.8,581832
2021-08-31,178.48,179.14,177.62,180.18,147781
2021-09-01,179.72,180.74,177.86,179.89,973912
2021-09-02,180.63,181.87,179.14,179.88,444009
2021-09-03,179.73,181.6,179.02,179.58,980687
2021-09-04,179.97,181.59,178.03,181.29,180680
2021-09-05,179.74,180.3,177.89,180.47,868974
2021-09-06,178.79,180.5,176.9,180.73,761598
2021-09-07,178.88,180.25,177.49,179.41,850459
2021-09-08,179.08,179.84,178.03,179.37,306901
2021-09-09,179.67,180.95,178.99,179.87,338680
2021-09-10,180.92,181.69,178.93,181.81,609305
2021-09-11,179.11,180.86,178.07,178.49,661740
2021-09-12,180.19,180.73,179.3,179.86,329009
2021-09-13,179.24,180.27,178.25,179.72,843354
2021-09-14,179.71,181.65,179.17,179.42,60208
2021-09-15,179.61,181.12,178.34,178.41,721107
2021-09-16,178.64,179.72,177.28,177.4,265233
2021-09-17,177.05,178.34,176.23,175.26,613092
2021-09-18,176.51,177.62,175.05,174.7,487574
2021-09-19,177.42,179.33,176.29,178.66,435564
2021-09-20,177.65,179.29,176.35,177.26,465595
2021-09-21,177.96,179.13,176.89,178.38,310550
2021-09-22,178.08,178.59,177.2,178.02,848089
2021-09-23,179.51,180.5,178.12,178.99,755864
2021-09-24,179.38,179.91,178.84,180.74,437086
2021-09-25,179.89,180.84,179.3,179.83,891435
2021-09-26,180.77,182.09,179.87,181.51,149997
2021-09-27,182.08,183.39,180.79,182.67,91902
2021-09-28,182.3,182.97,180.63,182.11,399134
2021-09-29,183.19,184.67,181.48,183.11,304685
2021-09-30,184.94,185.61,183.07,184.62,195045
2021-10-01,185.55,187.42,184.57,186.14,633143
2021-10-02,187.23,189.01,186.54,188.06,648787
2021-10-03,186.73,188.58,185.96,185.27,424244
2021-10-04,188.93,189.93,188.31,188.85,658771
2021-10-05,190.44,191.07,188.91,191.88,664567
2021-10-06,190.09,192.0,188.18,188.97,498363
2021-10-07,188.77,189.31,187.56,185.67,218554
2021-10-08,186.61,187.44,186.01,186.61,26606
2021-10-09,187.77,189.06,186.21,188.98,30841
2021-10-10,186.03,186.87,185.47,184.97,43875
2021-10-11,184.68,185.71,182.91,184.3,763136
2021-10-12,184.82,186.76,183.1,184.24,534782
2021-10-13,183.0,184.07,181.09,184.63,682308
2021-10-14,182.68,184.1,181.21,182.2,571864
2021-10-15,182.53,184.31,180.95,181.85,832586
2021-10-16,184.03,184.7,182.29,182.75,121682
2021-10-17,184.73,186.66,183.26,185.36,482129
2021-10-18,184.48,185.84,182.92,184.96,445133
2021-10-19,185.25,186.94,183.76,184.61,367779
2021-10-20,186.06,187.67,185.02,184.85,786681
2021-10-21,186.14,187.56,184.83,185.91,786326
2021-10-22,185.0,185.76,184.33,185.72,782495
2021-10-23,185.28,186.08,183.96,185.12,19411
2021-10-24,186.08,188.01,184.68,186.16,950267
2021-10-25,184.65,185.37,183.28,184.12,750175
2021-10-26,183.97,184.79,182.62,184.43,984147
2021-10-27,185.2,185.96,184.17,185.08,172699
2021-10-28,185.72,186.28,184.03,184.52,381727
2021-10-29,185.45,186.58,184.81,184.95,931526
2021-10-30,185.38,187.23,183.68,185.15,812469
2021-10-31,184.57,186.54,183.5,184.69,111758
2021-11-01,186.91,187.7,185.85,186.9,629146
2021-11-02,188.4,190.37,186.81,188.05,246384
2021-11-03,188.86,189.98,187.56,190.46,547597
2021-11-04,189.41,190.89,187.43,190.82,465285
2021-11-05,189.48,190.45,187.7,189.1,555699
2021-11-06,188.21,189.36,186.74,188.04,872398
2021-11-07,189.23,190.32,188.58,189.82,63115
2021-11-08,188.25,188.97,186.75,189.32,871911
2021-11-09,189.5,190.51,188.35,190.04,785949
2021-11-10,189.59,191.53,188.88,190.22,509675
2021-11-11,189.2,190.45,188.47,189.33,825318
2021-11-12,187.32,188.9,186.25,187.1,798764
2021-11-13,188.47,190.37,187.64,190.11,412792
2021-11-14,188.11,188.88,186.34,187.64,435654
2021-11-15,187.27,188.38,186.71,187.19,960301
2021-11-16,188.39,189.16,187.17,188.34,829157
2021-11-17,189.26,189.76,187.73,188.1,263850
2021-11-18,190.06,191.73,188.16,189.85,105044
2021-11-19,188.34,190.3,187.41,187.57,857543
2021-11-20,189.11,189.72,187.4,189.29,546655
2021-11-21,190.68,192.12,189.97,190.58,126440
2021-11-22,189.77,191.48,189.17,189.77,484357
2021-11-23,189.72,190.97,188.46,190.25,791198
2021-11-24,190.93,191.89,189.93,189.68,165786
2021-11-25,191.04,192.46,190.54,191.97,555022
2021-11-26,189.94,190.78,188.26,188.82,96765
2021-11-27,189.81,191.71,188.6,187.85,141822
2021-11-28,190.01,191.47,189.28,188.58,590935
2021-11-29,188.53,190.09,187.22,188.05,453070
2021-11-30,187.41,189.12,185.9,186.33,340633
2021-12-01,187.57,188.3,186.75,187.68,586594
2021-12-02,186.76,187.76,185.34,185.38,268911
2021-12-03,185.62,187.51,184.71,186.04,615474
2021-12-04,188.21,189.46,186.43,186.21,740999
2021-12-05,188.57,190.2,186.68,188.78,134936
2021-12-06,186.66,188.05,185.87,186.27,715552
2021-12-07,186.24,187.05,184.26,187.26,788999
2021-12-08,187.76,189.67,186.06,188.06,399859
2021-12-09,188.63,189.45,187.55,188.8,288089
2021-12-10,190.31,191.21,189.14,190.02,532387
2021-12-11,190.34,191.4,189.02,189.07,527959
2021-12-12,189.42,191.25,187.45,188.88,800694
2021-12-13,189.49,190.53,188.74,189.29,942590
2021-12-14,190.45,192.32,189.12,192.64,295852
2021-12-15,192.39,194.39,191.1,192.05,151605
2021-12-16,194.31,195.0,192.58,195.12,450511
2021-12-17,195.37,196.61,194.42,196.0,495260
2021-12-18,194.33,196.22,193.36,193.72,94140
2021-12-19,194.74,196.39,194.06,194.59,700624
2021-12-20,194.07,195.0,192.21,194.76,114155
2021-12-21,195.04,196.62,194.09,194.58,787168
2021-12-22,195.49,196.6,194.49,195.67,930674
2021-12-23,195.69,196.78,194.55,196.07,953092
2021-12-24,197.47,198.07,196.04,197.46,110972
2021-12-25,197.23,198.99,195.64,196.99,43932
2021-12-26,197.65,199.23,196.03,197.34,350417
2021-12-27,198.57,200.06,197.03,198.95,840771
2021-12-28,198.12,198.7,196.22,198.63,149995
2021-12-29,200.39,201.72,198.82,201.04,574317
2021-12-30,199.76,201.31,198.53,199.89,722302
2021-12-31,199.39,200.86,198.44,199.95,458767
2022-01-01,199.01,200.2,197.31,199.91,760532
2022-01-02,199.35,201.23,198.18,198.77,282346
2022-01-03,198.41,199.49,196.6,198.19,500049
2022-01-04,197.22,198.78,196.54,197.21,409123
2022-01-05,197.35,198.95,196.47,197.05,648000
2022-01-06,194.95,196.28,193.12,194.32,663012
2022-01-07,195.52,197.37,194.74,194.82,82404
2022-01-08,195.99,197.05,195.19,195.66,592228
2022-01-09,198.53,200.52,196.9,197.86,347482
2022-01-10,197.86,199.63,196.23,198.0,830403
2022-01-11,198.97,200.86,198.02,198.84,132954
2022-01-12,198.57,200.0,196.85,198.26,791826
2022-01-13,198.2,199.36,196.98,197.69,999477
2022-01-14,199.54,200.96,198.97,198.68,861156
2022-01-15,199.53,200.94,197.69,199.66,737046
2022-01-16,200.67,201.52,200.02,202.31,823794
2022-01-17,202.49,204.01,201.15,202.48,992388
2022-01-18,203.33,204.14,201.34,202.72,878960
2022-01-19,200.97,201.5,199.61,201.37,579760
2022-01-20,201.12,202.06,199.32,200.26,731176
2022-01-21,199.88,200.48,198.46,200.36,878191
2022-01-22,199.61,201.53,197.94,199.44,54185
2022-01-23,199.65,200.99,198.27,200.0,812847
2022-01-24,201.03,202.19,200.5,203.01,689793
2022-01-25,199.88,201.17,198.84,199.67,576656
2022-01-26,199.08,200.12,198.04,197.8,201634
2022-01-27,199.56,200.86,197.89,199.34,909628
2022-01-28,199.86,201.81,199.28,200.31,946169
2022-01-29,200.19,201.02,198.37,199.87,666373
2022-01-30,201.83,203.3,201.24,203.94,680762
2022-01-31,200.42,202.19,199.85,200.7,574687
2022-02-01,199.11,200.69,198.12,198.17,178538
2022-02-02,198.16,199.02,197.18,197.95,366600
2022-02-03,196.93,198.31,195.4,198.2,197549
2022-02-04,197.26,199.26,196.63,196.29,205497
2022-02-05,199.35,200.71,197.41,198.12,417720
2022-02-06,198.78,199.64,197.95,199.29,33359
2022-02-07,200.06,202.03,199.53,202.23,549617
2022-02-08,201.31,202.26,200.43,203.98,146840
2022-02-09,201.96,203.53,201.3,201.43,289703
2022-02-10,202.95,203.96,201.26,203.96,252060
2022-02-11,202.23,203.88,201.73,202.43,784346
2022-02-12,201.52,202.44,200.78,200.2,892033
2022-02-13,201.7,203.09,200.54,200.13,591275
2022-02-14,202.71,204.43,201.91,202.12,39574
2022-02-15,202.5,203.34,201.25,202.02,54018
2022-02-16,203.59,205.58,202.28,201.87,780523
2022-02-17,204.91,205.57,203.6,202.82,169107
2022-02-18,205.67,206.99,204.22,207.05,115896
2022-02-19,205.75,207.71,204.61,205.78,856173
2022-02-20,205.76,206.87,204.16,205.93,43319
2022-02-21,205.75,207.43,204.96,205.8,802460
2022-02-22,207.04,208.51,205.15,205.79,816672
2022-02-23,206.15,207.32,205.37,207.34,534537
2022-02-24,207.07,208.88,205.65,207.48,968737
2022-02-25,206.47,208.38,205.2,206.77,741998
2022-02-26,204.7,206.48,202.82,203.82,548439
2022-02-27,203.08,204.26,201.92,202.02,626936
2022-02-28,204.83,206.65,203.95,205.21,509881
2022-03-01,203.52,205.37,201.62,203.45,902444
2022-03-02,203.36,203.95,202.06,204.26,568915
2022-03-03,204.33,205.51,202.41,204.32,850892
2022-03-04,204.53,206.2,203.41,204.09,708952
2022-03-05,206.6,208.22,205.05,207.65,987515
2022-03-06,205.97,206.72,204.56,204.52,130685
2022-03-07,205.0,206.31,204.29,205.93,808892
2022-03-08,204.79,206.15,202.81,206.12,648522
2022-03-09,206.57,207.5,205.15,205.3,403140
2022-03-10,205.41,206.47,204.05,203.58,707102
2022-03-11,205.56,207.08,204.65,206.54,130406
2022-03-12,206.13,207.48,204.95,207.16,228149
2022-03-13,204.88,206.59,204.13,204.1,265425
2022-03-14,205.24,206.88,203.27,204.89,988436
2022-03-15,207.24,208.77,205.41,208.13,513787
2022-03-16,206.02,207.8,204.5,204.98,554873
2022-03-17,207.26,208.2,205.65,208.85,914582
2022-03-18,207.12,208.57,206.13,206.34,518284
2022-03-19,206.64,208.62,204.91,206.02,333480
2022-03-20,208.23,208.82,206.54,208.98,204552
2022-03-21,209.03,209.62,208.33,209.76,244625
2022-03-22,207.75,209.21,206.09,207.17,399050
2022-03-23,207.12,209.08,206.09,205.11,477342
2022-03-24,205.99,207.6,204.33,204.4,187166
2022-03-25,205.77,207.12,204.71,205.98,613384
2022-03-26,205.27,206.71,204.09,204.45,283177
2022-03-27,204.48,206.29,202.6,204.45,232267
2022-03-28,205.34,206.98,203.43,203.81,409337
2022-03-29,204.77,206.39,203.94,206.29,347674
2022-03-30,205.71,206.76,204.8,205.47,776685
2022-03-31,206.48,208.11,205.2,206.77,373949
2022-04-01,208.18,209.27,207.31,209.26,865661
2022-04-02,208.96,210.07,207.84,209.68,353467
2022-04-03,209.61,210.42,207.77,210.22,795074
2022-04-04,209.26,211.26,208.01,210.06,565037
2022-04-05,210.38,211.23,208.62,212.12,434976
2022-04-06,210.1,211.35,209.29,209.42,567775
2022-04-07,211.6,212.19,209.72,210.77,759922
2022-04-08,209.77,211.57,209.08,209.57,429646
2022-04-09,209.91,210.75,208.28,210.48,796831
2022-04-10,210.25,211.32,208.69,209.8,550694
2022-04-11,209.88,210.9,208.97,210.28,654534
2022-04-12,207.64,208.56,205.69,206.93,409937
2022-04-13,206.59,207.51,205.73,203.92,410281
2022-04-14,206.45,207.19,204.79,205.72,584780
2022-04-15,205.87,207.5,204.41,207.06,575419
2022-04-16,206.54,208.27,205.58,206.62,745302
2022-04-17,206.01,207.16,204.11,205.94,590695
2022-04-18,206.08,207.83,204.45,207.66,353655
2022-04-19,204.92,206.25,203.39,205.71,673517
2022-04-20,205.86,207.2,205.11,205.47,493003
2022-04-21,206.75,208.08,205.2,205.86,955823
2022-04-22,206.84,208.68,205.4,208.92,161135
2022-04-23,207.27,208.83,206.13,207.17,95575
2022-04-24,207.59,208.13,207.02,207.61,478210
2022-04-25,207.94,209.53,206.12,208.42,555560
2022-04-26,208.7,209.62,207.04,208.74,732849
2022-04-27,208.22,208.72,206.22,209.45,906288
2022-04-28,207.43,208.17,206.46,206.66,856945
2022-04-29,206.02,207.3,204.23,204.69,38662
2022-04-30,207.58,209.54,206.61,207.74,67214
2022-05-01,207.22,208.89,205.81,208.12,981640
2022-05-02,206.48,207.45,204.57,208.05,162683
2022-05-03,205.83,206.9,203.89,206.54,888046
2022-05-04,204.36,205.42,202.36,203.7,607699
2022-05-05,204.37,205.23,202.76,206.9,166188
2022-05-06,205.56,207.49,204.0,206.96,528557
2022-05-07,205.89,207.37,204.06,206.05,469811
2022-05-08,204.66,206.58,202.71,205.52,771239
2022-05-09,204.4,205.83,202.82,204.09,82311
2022-05-10,203.87,205.1,202.36,201.48,911380
2022-05-11,202.27,203.22,200.64,202.51,165211
2022-05-12,201.65,202.85,199.93,201.07,233275
2022-05-13,201.74,202.8,200.54,201.72,793213
2022-05-14,202.53,203.68,200.87,203.4,123659
2022-05-15,203.74,204.88,202.41,201.66,689172
2022-05-16,205.97,207.31,205.01,205.74,534972
2022-05-17,205.92,207.92,205.21,208.05,367920
2022-05-18,205.77,207.13,204.32,205.24,717557
2022-05-19,207.12,208.41,206.55,206.66,337932
2022-05-20,208.09,210.08,206.76,208.02,539709
2022-05-21,207.29,208.22,206.72,207.41,170773
2022-05-22,208.06,208.99,207.49,207.95,329888
2022-05-23,208.13,209.94,207.34,207.82,112360
2022-05-24,207.97,209.79,206.01,207.99,288523
2022-05-25,205.77,206.79,203.89,206.77,380494
2022-05-26,206.31,207.39,205.51,205.96,883433
2022-05-27,204.65,206.54,203.74,206.42,203571
2022-05-28,204.98,206.02,204.39,203.54,123268
2022-05-29,204.41,205.41,203.47,205.68,161644
2022-05-30,204.6,206.55,202.8,205.45,963224
2022-05-31,206.17,207.17,204.79,206.17,787109
2022-06-01,206.13,206.76,205.53,208.37,240256
2022-06-02,207.01,208.31,205.36,205.42,787372
2022-06-03,205.53,206.04,204.33,205.12,749615
2022-06-04,205.1,206.02,203.1,205.04,565442
2022-06-05,205.32,206.82,204.47,205.6,341076
2022-06-06,206.8,208.62,206.03,206.19,953909
2022-06-07,205.57,207.22,204.97,205.2,156745
2022-06-08,204.36,205.28,203.53,204.55,914360
2022-06-09,205.24,207.09,204.13,204.44,178966
2022-06-10,203.02,204.54,201.45,203.26,591805
2022-06-11,204.05,205.33,203.34,202.83,956212
2022-06-12,203.71,204.76,202.94,202.61,430569
2022-06-13,203.76,204.74,202.54,204.69,741773
2022-06-14,205.55,206.81,204.06,206.77,24230
2022-06-15,206.49,207.4,205.9,207.24,499287
2022-06-16,207.41,208.22,206.53,207.23,642296
2022-06-17,208.47,209.87,207.73,208.81,179990
2022-06-18,208.3,209.8,206.48,207.56,387694
2022-06-19,206.76,208.14,205.72,206.24,902909
2022-06-20,204.95,206.64,203.45,204.55,942668
2022-06-21,204.21,206.21,202.37,202.82,547576
2022-06-22,204.58,206.15,203.22,204.56,293936
2022-06-23,205.29,205.93,204.32,203.37,131032
2022-06-24,205.31,205.85,204.04,203.96,815050
2022-06-25,205.32,206.48,204.75,202.89,906137
2022-06-26,205.24,206.77,204.45,204.16,601175
2022-06-27,204.24,205.31,202.35,204.78,792315
2022-06-28,204.18,204.86,203.43,203.63,741202
2022-06-29,203.17,205.08,201.59,202.98,812954
2022-06-30,202.33,203.58,200.51,203.08,11306
2022-07-01,202.78,203.42,201.42,203.72,393392
2022-07-02,201.67,203.66,200.24,201.87,16734
2022-07-03,202.5,203.4,200.84,201.97,11707
2022-07-04,202.17,203.33,201.5,201.26,65874
2022-07-05,200.89,202.05,199.01,202.6,641590
2022-07-06,202.14,203.75,200.37,204.43,743897
2022-07-07,202.01,203.54,200.53,199.82,371124
2022-07-08,203.73,204.91,202.3,205.04,819730
2022-07-09,206.7,207.38,204.82,208.26,594365
2022-07-10,206.75,207.47,205.14,207.32,218978
2022-07-11,205.4,206.21,203.41,207.23,31927
2022-07-12,207.64,208.85,206.93,207.52,360610
2022-07-13,207.37,207.91,206.74,205.51,736926
2022-07-14,207.13,208.96,206.27,207.31,140370
2022-07-15,206.25,207.9,205.43,206.1,370649
2022-07-16,205.85,207.3,204.35,206.34,971774
2022-07-17,205.56,206.46,205.0,205.7,503246
2022-07-18,206.05,207.0,204.2,204.59,413887
2022-07-19,205.52,206.67,204.48,205.93,758702
2022-07-20,204.81,206.24,203.36,202.79,493992
2022-07-21,203.83,204.91,202.58,202.98,813499
2022-07-22,204.88,206.63,203.26,206.37,75641
2022-07-23,204.96,206.5,203.33,205.14,73466
2022-07-24,204.84,205.55,203.48,205.48,601477
2022-07-25,204.81,205.48,203.5,204.09,56342
2022-07-26,204.77,206.18,203.06,205.25,391185
2022-07-27,205.69,207.36,204.05,204.77,659675
2022-07-28,205.78,206.55,204.7,205.51,113287
2022-07-29,206.48,207.08,205.13,204.53,669971
2022-07-30,206.64,207.24,205.26,207.58,28691
2022-07-31,206.5,207.04,205.81,206.07,127191
2022-08-01,205.99,207.84,205.36,205.64,286299
2022-08-02,205.9,207.77,204.18,207.06,135421
2022-08-03,205.35,207.17,203.65,204.46,915458
2022-08-04,205.43,207.04,203.59,203.54,499205
2022-08-05,203.82,205.61,202.0,204.98,363948
2022-08-06,202.48,203.52,200.88,203.06,704579
2022-08-07,202.26,203.37,200.9,202.24,794845
2022-08-08,203.45,204.46,202.24,202.47,529044
2022-08-09,201.11,202.05,199.14,200.27,881527
2022-08-10,202.66,203.64,201.39,203.26,317931
2022-08-11,203.74,205.53,201.93,203.15,271010
2022-08-12,204.45,205.34,202.91,203.64,587839
2022-08-13,204.61,205.99,203.3,204.27,387779
2022-08-14,204.26,205.13,203.5,204.49,132339
2022-08-15,206.0,206.97,204.12,206.38,896363
2022-08-16,207.64,208.45,205.66,206.29,629297
2022-08-17,208.56,209.35,207.0,208.03,581590
2022-08-18,207.57,208.15,206.84,207.32,58358
2022-08-19,208.57,209.52,206.67,210.6,118980
2022-08-20,209.32,211.14,208.61,209.55,516606
2022-08-21,210.69,212.61,209.96,209.74,56171
2022-08-22,211.18,211.86,209.76,209.96,938059
2022-08-23,211.47,212.09,209.88,211.46,417708
2022-08-24,212.17,213.46,210.74,213.12,531474
2022-08-25,210.79,212.26,209.88,209.86,958634
2022-08-26,210.83,211.82,208.85,210.95,998989
2022-08-27,212.03,213.82,211.47,212.13,286312
2022-08-28,214.15,215.65,213.1,212.8,907449
2022-08-29,212.97,214.28,211.34,212.55,446260
2022-08-30,211.66,212.64,209.88,211.24,866408
2022-08-31,212.29,213.14,211.37,209.79,929718
2022-09-01,212.69,213.88,211.24,212.2,327216
2022-09-02,212.25,213.38,211.09,212.24,486607
2022-09-03,211.01,212.47,210.35,208.45,580087
2022-09-04,210.8,212.65,209.45,209.98,351226
2022-09-05,209.3,209.9,207.41,208.11,66222
2022-09-06,211.15,211.99,210.51,211.58,366791
2022-09-07,210.76,212.43,209.37,210.99,102709
2022-09-08,210.78,212.15,209.39,211.71,895634
2022-09-09,210.28,211.95,209.58,210.41,940188
2022-09-10,210.94,212.73,209.69,211.66,390761
2022-09-11,212.85,213.7,211.39,214.01,198374
2022-09-12,212.37,214.13,211.03,211.2,939945
2022-09-13,212.9,214.17,211.74,214.62,283808
2022-09-14,212.34,213.35,211.61,214.84,113639
2022-09-15,213.69,215.04,212.65,212.8,842666
2022-09-16,215.06,216.63,213.29,213.35,191707
2022-09-17,216.06,217.21,214.97,215.23,102963
2022-09-18,216.79,218.07,215.09,217.59,178651
2022-09-19,216.48,218.11,215.79,218.31,793937
2022-09-20,215.93,217.69,215.17,215.24,727800
2022-09-21,216.14,217.96,215.63,216.88,217039
2022-09-22,217.25,219.2,216.01,217.23,535567
2022-09-23,216.72,217.33,215.15,215.94,28697
2022-09-24,215.97,217.95,214.23,214.94,843510
2022-09-25,215.63,217.01,214.19,216.36,534778
2022-09-26,218.04,219.39,216.32,219.29,359854
